YSAMP_N,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,NUMBER_ANGLERS,ANGLER_NAMES,ANGLER_LOC,ANGLER_HOURS,ANGLER_TRIPS,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,SHB_N,REACH_LENGTH_M,PROJECT,COMMENTS
BEF.FBL.2003.082,FBL,BEF.FBL.027,,9/17/2003,,,F,260,9,2003,3,526,SECONDS,BEF,DAF,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.083,FBL,BEF.FBL.028,,9/17/2003,,,F,260,9,2003,4,391,SECONDS,BEF,DAF,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.084,FBL,BEF.FBL.029,,9/17/2003,,,F,260,9,2003,5,492,SECONDS,BEF,DAF,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.085,FBL,BEF.FBL.030,,9/17/2003,,,F,260,9,2003,6,237,SECONDS,BEF,DAF,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.086,FBL,BEF.FBL.031,,9/18/2003,,,F,261,9,2003,1,282,SECONDS,BEF,DAF,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.087,FBL,BEF.FBL.032,,9/18/2003,,,F,261,9,2003,2,592,SECONDS,BEF,DAF,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.088,FBL,BEF.FBL.033,,9/18/2003,,,F,261,9,2003,3,377,SECONDS,BEF,DAF,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.089,FBL,BEF.FBL.040,,9/18/2003,,,F,261,9,2003,4,127,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.090,FBL,BEF.FBL.041,,9/18/2003,,,F,261,9,2003,5,39,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.091,FBL,BEF.FBL.042,,9/18/2003,,,F,261,9,2003,6,120,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.092,FBL,BEF.FBL.021,,9/18/2003,,,F,261,9,2003,7,756,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.093,FBL,BEF.FBL.022,,9/18/2003,,,F,261,9,2003,8,881,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.094,FBL,BEF.FBL.043,,9/18/2003,,,F,261,9,2003,9,65,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.095,FBL,BEF.FBL.044,,9/18/2003,,,F,261,9,2003,10,175,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.096,FBL,BEF.FBL.046,,9/18/2003,,,F,261,9,2003,11,52,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.097,FBL,BEF.FBL.047,,9/18/2003,,,F,261,9,2003,12,66,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.098,FBL,BEF.FBL.048,,9/18/2003,,,F,261,9,2003,13,87,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.099,FBL,BEF.FBL.049,,9/18/2003,,,F,261,9,2003,14,99,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.100,FBL,BEF.FBL.040,,10/6/2003,,,F,279,10,2003,1,108,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.101,FBL,BEF.FBL.041,,10/6/2003,,,F,279,10,2003,2,49,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.102,FBL,BEF.FBL.042,,10/6/2003,,,F,279,10,2003,3,172,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.103,FBL,BEF.FBL.021,,10/6/2003,,,F,279,10,2003,4,459,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.104,FBL,BEF.FBL.022,,10/6/2003,,,F,279,10,2003,5,442,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.105,FBL,BEF.FBL.043,,10/6/2003,,,F,279,10,2003,6,41,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.106,FBL,BEF.FBL.044,,10/6/2003,,,F,279,10,2003,7,136,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.107,FBL,BEF.FBL.046,,10/6/2003,,,F,279,10,2003,8,34,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.108,FBL,BEF.FBL.047,,10/6/2003,,,F,279,10,2003,9,85,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.109,FBL,BEF.FBL.048,,10/6/2003,,,F,279,10,2003,10,72,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.110,FBL,BEF.FBL.049,,10/6/2003,,,F,279,10,2003,11,60,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.111,FBL,BEF.FBL.040,,10/8/2003,,,F,281,10,2003,1,65,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.112,FBL,BEF.FBL.041,,10/8/2003,,,F,281,10,2003,2,45,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.113,FBL,BEF.FBL.042,,10/8/2003,,,F,281,10,2003,3,74,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.114,FBL,BEF.FBL.021,,10/8/2003,,,F,281,10,2003,4,361,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.115,FBL,BEF.FBL.022,,10/8/2003,,,F,281,10,2003,5,293,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.116,FBL,BEF.FBL.043,,10/8/2003,,,F,281,10,2003,6,37,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.117,FBL,BEF.FBL.044,,10/8/2003,,,F,281,10,2003,7,111,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.118,FBL,BEF.FBL.046,,10/8/2003,,,F,281,10,2003,8,32,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.119,FBL,BEF.FBL.047,,10/8/2003,,,F,281,10,2003,9,92,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.120,FBL,BEF.FBL.048,,10/8/2003,,,F,281,10,2003,10,113,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.121,FBL,BEF.FBL.049,,10/8/2003,,,F,281,10,2003,11,70,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.122,FBL,BEF.FBL.040,,10/10/2003,,,F,283,10,2003,1,80,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.123,FBL,BEF.FBL.041,,10/10/2003,,,F,283,10,2003,2,52,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.124,FBL,BEF.FBL.042,,10/10/2003,,,F,283,10,2003,3,70,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.125,FBL,BEF.FBL.021,,10/10/2003,,,F,283,10,2003,4,502,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.126,FBL,BEF.FBL.022,,10/10/2003,,,F,283,10,2003,5,352,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.127,FBL,BEF.FBL.043,,10/10/2003,,,F,283,10,2003,6,48,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.128,FBL,BEF.FBL.044,,10/10/2003,,,F,283,10,2003,7,97,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.129,FBL,BEF.FBL.046,,10/10/2003,,,F,283,10,2003,8,34,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.130,FBL,BEF.FBL.047,,10/10/2003,,,F,283,10,2003,9,53,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.131,FBL,BEF.FBL.048,,10/10/2003,,,F,283,10,2003,10,63,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2003.132,FBL,BEF.FBL.049,,10/10/2003,,,F,283,10,2003,11,88,SECONDS,BEF,DBO,,,,,,,,,,,,,,,,JMR,,,,,
BEF.FBL.2004.001,FBL,BEF.FBL.012,,5/27/2004,1/0/1900 21:18,1/0/1900 21:40,S,148,5,2004,1,509,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.002,FBL,BEF.FBL.013,,5/27/2004,1/0/1900 21:48,1/0/1900 22:00,S,148,5,2004,2,282,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.003,FBL,BEF.FBL.014,,5/27/2004,1/0/1900 22:01,1/0/1900 22:18,S,148,5,2004,3,354,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.004,FBL,BEF.FBL.015,,5/27/2004,1/0/1900 22:19,1/0/1900 22:48,S,148,5,2004,4,730,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.005,FBL,BEF.FBL.001,,5/27/2004,1/0/1900 23:03,1/0/1900 23:15,S,148,5,2004,5,279,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.006,FBL,BEF.FBL.002,,5/27/2004,1/0/1900 23:20,1/0/1900 23:27,S,148,5,2004,6,179,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.007,FBL,BEF.FBL.003,,5/27/2004,1/0/1900 23:31,1/0/1900 23:44,S,148,5,2004,7,335,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.008,FBL,BEF.FBL.004,,5/27/2004,1/0/1900 23:47,1/0/1900 23:53,S,148,5,2004,8,146,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.009,FBL,BEF.FBL.005,,5/27/2004,1/0/1900 23:55,1/0/1900 0:02,S,148,5,2004,9,194,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.010,FBL,BEF.FBL.006,,5/27/2004,1/0/1900 0:03,1/0/1900 0:28,S,148,5,2004,10,651,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.011,FBL,BEF.FBL.007,,5/27/2004,1/0/1900 0:54,1/0/1900 1:11,S,148,5,2004,11,440,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.012,FBL,BEF.FBL.008,,5/27/2004,1/0/1900 1:13,1/0/1900 1:37,S,148,5,2004,12,607,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.013,FBL,BEF.FBL.009,,5/27/2004,1/0/1900 1:38,1/0/1900 1:48,S,148,5,2004,13,245,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.014,FBL,BEF.FBL.010,,5/27/2004,1/0/1900 1:49,1/0/1900 2:06,S,148,5,2004,14,371,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.015,FBL,BEF.FBL.011,,5/27/2004,1/0/1900 2:09,1/0/1900 2:30,S,148,5,2004,15,437,SECONDS,BEF,NAF,,,,,,,,,,16.5,,,,,,JMR,"JMR, LBR, DCJ",,,,
BEF.FBL.2004.016,FBL,BEF.FBL.001,,6/23/2004,1/0/1900 12:08,1/0/1900 12:21,S,175,6,2004,1,374,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.017,FBL,BEF.FBL.002,,6/23/2004,1/0/1900 12:21,1/0/1900 12:31,S,175,6,2004,2,162,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.018,FBL,BEF.FBL.003,,6/23/2004,1/0/1900 12:31,1/0/1900 12:34,S,175,6,2004,3,75,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.019,FBL,BEF.FBL.004,,6/23/2004,1/0/1900 12:35,1/0/1900 12:39,S,175,6,2004,4,86,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.020,FBL,BEF.FBL.005,,6/23/2004,1/0/1900 12:40,1/0/1900 12:54,S,175,6,2004,5,410,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.021,FBL,BEF.FBL.006,,6/23/2004,1/0/1900 12:54,1/0/1900 1:07,S,175,6,2004,6,400,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.022,FBL,BEF.FBL.007,,6/23/2004,1/0/1900 1:09,1/0/1900 1:22,S,175,6,2004,7,365,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.023,FBL,BEF.FBL.008,,6/23/2004,1/0/1900 1:23,1/0/1900 1:34,S,175,6,2004,8,286,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.024,FBL,BEF.FBL.009,,6/23/2004,1/0/1900 1:34,1/0/1900 1:37,S,175,6,2004,9,53,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.025,FBL,BEF.FBL.010,,6/23/2004,1/0/1900 1:37,1/0/1900 1:44,S,175,6,2004,10,207,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.026,FBL,BEF.FBL.011,,6/23/2004,1/0/1900 1:45,1/0/1900 1:54,S,175,6,2004,11,175,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.027,FBL,BEF.FBL.012,,6/23/2004,1/0/1900 1:54,1/0/1900 2:04,S,175,6,2004,12,205,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.028,FBL,BEF.FBL.013,,6/23/2004,1/0/1900 2:05,1/0/1900 2:07,S,175,6,2004,13,32,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.029,FBL,BEF.FBL.014,,6/23/2004,1/0/1900 2:08,1/0/1900 2:17,S,175,6,2004,14,131,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.030,FBL,BEF.FBL.015,,6/23/2004,1/0/1900 2:17,1/0/1900 2:32,S,175,6,2004,15,209,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.031,FBL,BEF.FBL.001,,6/24/2004,1/0/1900 9:34,1/0/1900 9:42,S,176,6,2004,1,165,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.032,FBL,BEF.FBL.002,,6/24/2004,1/0/1900 9:43,1/0/1900 9:47,S,176,6,2004,2,92,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.033,FBL,BEF.FBL.004,,6/24/2004,1/0/1900 9:48,1/0/1900 9:55,S,176,6,2004,3,156,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.034,FBL,BEF.FBL.005,,6/24/2004,1/0/1900 9:56,1/0/1900 10:08,S,176,6,2004,4,290,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.035,FBL,BEF.FBL.006,,6/24/2004,1/0/1900 10:10,1/0/1900 10:24,S,176,6,2004,5,424,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.036,FBL,BEF.FBL.007,,6/24/2004,1/0/1900 10:25,1/0/1900 10:37,S,176,6,2004,6,213,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.037,FBL,BEF.FBL.008,,6/24/2004,1/0/1900 10:37,1/0/1900 10:47,S,176,6,2004,7,143,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.038,FBL,BEF.FBL.014,,6/24/2004,1/0/1900 10:50,1/0/1900 10:56,S,176,6,2004,8,72,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.039,FBL,BEF.FBL.015,,6/24/2004,1/0/1900 10:46,1/0/1900 11:08,S,176,6,2004,9,158,SECONDS,BEF,DBO,,,,,,,,,,19,,,,,,JMR,"JMR, LBR, CJH",,,,
BEF.FBL.2004.040,FBL,BEF.FBL.001,,6/25/2004,1/0/1900 9:00,1/0/1900 9:05,S,177,6,2004,1,133,SECONDS,BEF,DBO,,,,,,,,,,20,,,,,,JMR,"JMR, LBR",,,,
BEF.FBL.2004.041,FBL,BEF.FBL.002,,6/26/2004,1/0/1900 9:06,1/0/1900 9:12,S,177,6,2004,2,72,SECONDS,BEF,DBO,,,,,,,,,,20,,,,,,JMR,"JMR, LBR",,,,
BEF.FBL.2004.042,FBL,BEF.FBL.004,,6/27/2004,1/0/1900 9:13,1/0/1900 9:22,S,177,6,2004,3,149,SECONDS,BEF,DBO,,,,,,,,,,20,,,,,,JMR,"JMR, LBR",,,,
BEF.FBL.2004.043,FBL,BEF.FBL.005,,6/28/2004,1/0/1900 9:25,1/0/1900 9:38,S,177,6,2004,4,237,SECONDS,BEF,DBO,,,,,,,,,,20,,,,,,JMR,"JMR, LBR",,,,
BEF.FBL.2004.044,FBL,BEF.FBL.006,,6/29/2004,1/0/1900 9:39,1/0/1900 9:56,S,177,6,2004,5,371,SECONDS,BEF,DBO,,,,,,,,,,20,,,,,,JMR,"JMR, LBR",,,,
BEF.FBL.2004.045,FBL,BEF.FBL.007,,6/30/2004,1/0/1900 9:57,1/0/1900 10:09,S,177,6,2004,6,181,SECONDS,BEF,DBO,,,,,,,,,,20,,,,,,JMR,"JMR, LBR",,,,
BEF.FBL.2004.046,FBL,BEF.FBL.008,,7/1/2004,1/0/1900 10:21,1/0/1900 10:40,S,177,6,2004,7,170,SECONDS,BEF,DBO,,,,,,,,,,20,,,,,,JMR,"JMR, LBR",,,,
BEF.FBL.2004.047,FBL,BEF.FBL.014,,7/2/2004,1/0/1900 10:44,1/0/1900 10:53,S,177,6,2004,8,86,SECONDS,BEF,DBO,,,,,,,,,,20,,,,,,JMR,"JMR, LBR",,,,
BEF.FBL.2004.048,FBL,BEF.FBL.015,,7/3/2004,1/0/1900 10:54,1/0/1900 11:07,S,177,6,2004,9,161,SECONDS,BEF,DBO,,,,,,,,,,20,,,,,,JMR,"JMR, LBR",,,,
BEF.FBL.2004.049,FBL,BEF.FBL.001,,9/22/2004,1/0/1900 20:23,1/0/1900 20:49,F,265,9,2004,1,396,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.050,FBL,BEF.FBL.002,,9/22/2004,1/0/1900 21:01,1/0/1900 21:12,F,265,9,2004,2,276,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.051,FBL,BEF.FBL.003,,9/22/2004,1/0/1900 21:14,1/0/1900 21:25,F,265,9,2004,3,323,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.052,FBL,BEF.FBL.004,,9/22/2004,1/0/1900 21:27,1/0/1900 21:40,F,265,9,2004,4,204,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.053,FBL,BEF.FBL.005,,9/22/2004,1/0/1900 21:43,1/0/1900 22:07,F,265,9,2004,5,751,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.054,FBL,BEF.FBL.006,,9/22/2004,1/0/1900 22:24,1/0/1900 22:56,F,265,9,2004,6,1045,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.055,FBL,BEF.FBL.005,,9/22/2004,1/0/1900 23:07,1/0/1900 23:31,F,265,9,2004,7,688,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.056,FBL,BEF.FBL.007,,9/22/2004,1/0/1900 23:33,1/0/1900 0:02,F,265,9,2004,8,783,SECONDS,BEF,NAF,,,,,,,,,,18,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.057,FBL,BEF.FBL.005,,9/23/2004,1/0/1900 0:08,1/0/1900 0:20,F,266,9,2004,1,491,SECONDS,BEF,NAF,,,,,,,,,,18,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.058,FBL,BEF.FBL.008,,9/23/2004,1/0/1900 0:32,1/0/1900 0:50,F,266,9,2004,2,528,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.059,FBL,BEF.FBL.009,,9/23/2004,1/0/1900 0:54,1/0/1900 1:00,F,266,9,2004,3,282,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.060,FBL,BEF.FBL.010,,9/23/2004,1/0/1900 1:19,1/0/1900 1:32,F,266,9,2004,4,404,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.061,FBL,BEF.FBL.011,,9/23/2004,1/0/1900 1:36,1/0/1900 1:59,F,266,9,2004,5,589,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.062,FBL,BEF.FBL.012,,9/23/2004,1/0/1900 2:05,1/0/1900 2:27,F,266,9,2004,6,517,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.063,FBL,BEF.FBL.013,,9/23/2004,1/0/1900 2:31,1/0/1900 2:44,F,266,9,2004,7,242,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.064,FBL,BEF.FBL.014,,9/23/2004,1/0/1900 2:47,1/0/1900 2:59,F,266,9,2004,8,279,SECONDS,BEF,NAF,,,,,,,,,,17,22,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2004.065,FBL,BEF.FBL.015,,9/23/2004,1/0/1900 3:05,1/0/1900 3:54,F,266,9,2004,9,534,SECONDS,BEF,NAF,,,,,,,,,,17,23,,,,,JMR,"JMR, BCW, LBR",,,,
BEF.FBL.2005.001,FBL,BEF.FBL.001,,5/25/2005,1/0/1900 21:07,1/0/1900 21:26,S,145,5,2005,1,333,SECONDS,BEF,NAF,,,,,,,,,,12,19,,,,,JMR,"JMR,MAC,TJT",,,,
BEF.FBL.2005.002,FBL,BEF.FBL.002,,5/25/2005,1/0/1900 21:30,1/0/1900 21:41,S,145,5,2005,2,283,SECONDS,BEF,NAF,,,,,,,,,,12,19,,,,,JMR,"JMR,MAC,TJT",,,,
BEF.FBL.2005.003,FBL,BEF.FBL.003,,5/25/2005,1/0/1900 21:43,1/0/1900 21:52,S,145,5,2005,3,252,SECONDS,BEF,NAF,,,,,,,,,,12,19,,,,,JMR,"JMR,MAC,TJT",,,,
BEF.FBL.2005.004,FBL,BEF.FBL.004,,5/25/2005,1/0/1900 21:57,1/0/1900 22:08,S,145,5,2005,4,226,SECONDS,BEF,NAF,,,,,,,,,,12,19,,,,,JMR,"JMR,MAC,TJT",,,,
BEF.FBL.2005.005,FBL,BEF.FBL.005,,5/25/2005,1/0/1900 22:20,1/0/1900 22:42,S,145,5,2005,5,580,SECONDS,BEF,NAF,,,,,,,,,,12,19,,,,,JMR,"JMR,MAC,TJT",,,,
BEF.FBL.2005.006,FBL,BEF.FBL.006,,5/25/2005,1/0/1900 22:50,1/0/1900 23:05,S,145,5,2005,6,492,SECONDS,BEF,NAF,,,,,,,,,,12,19,,,,,JMR,"JMR,MAC,TJT",,,,
BEF.FBL.2005.007,FBL,BEF.FBL.007,,5/25/2005,1/0/1900 23:12,1/0/1900 23:32,S,145,5,2005,7,443,SECONDS,BEF,NAF,,,,,,,,,,12,19,,,,,JMR,"JMR,MAC,TJT",,,,
BEF.FBL.2005.008,FBL,BEF.FBL.008,,5/25/2005,1/0/1900 23:35,1/0/1900 23:52,S,145,5,2005,8,388,SECONDS,BEF,NAF,,,,,,,,,,12,19,,,,,JMR,"JMR,MAC,TJT",,,,
BEF.FBL.2005.009,FBL,BEF.FBL.009,,5/25/2005,1/0/1900 23:55,1/0/1900 0:05,S,145,5,2005,9,184,SECONDS,BEF,NAF,,,,,,,,,,12,19,,,,,JMR,"JMR,MAC,TJT",,,,
BEF.FBL.2005.010,FBL,BEF.FBL.010,,5/26/2005,1/0/1900 0:08,1/0/1900 0:21,S,146,5,2005,1,323,SECONDS,BEF,NAF,,,,,,,,,,12,19,,,,,JMR,"JMR,MAC,TJT",,,,
