YSAMP_N,NEW_SAMP,MA_ID,WATER,SITE_N,,DATE_SET,DATE_COL,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,TIME_START,TIME_END,GEAR,GEAR_CODE,GEAR_CODE2,EFFORT,EFFORT_UNIT,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,NUMBER_ANGLER+AC:AGS,ANGLER_NAMES,ANGLER_HOURS,ANGLER_TRIPS,ANGLER_LOC,PROJECT,COMMENTS,SHB_N,REACH_LENGTH_M,PASS
MWT.HRM.2021.024,MWT.HRM.2021.027,SAMP 338,HRM_SHI,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,12:30,10:20,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.025,MWT.HRM.2021.028,SAMP 339,HRM_SHI,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,12:30,10:20,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.026,MWT.HRM.2021.029,SAMP 340,HRM_FOR,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,11:15,11:00,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.027,MWT.HRM.2021.030,SAMP 341,HRM_FOR,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,12:15,11:15,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.028,MWT.HRM.2021.031,SAMP 342,HRM_FOR,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,13:15,11:15,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.029,MWT.HRM.2021.032,SAMP 343,HRM_BAR,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,10:05,12:30,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.030,MWT.HRM.2021.033,SAMP 344,HRM_BAR,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,10:05,12:30,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.031,MWT.HRM.2021.034,SAMP 345,HRM_BAR,1,,9/25/2021,9/26/2021,FALL,NA,NA,2021,NA,10:05,12:30,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.032,MWT.HRM.2021.035,SAMP 346,HRM_BW2,1,,9/26/2021,9/26/2021,FALL,NA,NA,2021,NA,10:00,13:50,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.033,MWT.HRM.2021.036,SAMP 347,HRM_BW2,1,,9/26/2021,9/26/2021,FALL,NA,NA,2021,NA,10:00,13:55,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.034,MWT.HRM.2021.037,SAMP 348,HRM_BW2,1,,9/26/2021,9/26/2021,FALL,NA,NA,2021,NA,10:00,14:05,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.035,MWT.HRM.2021.038,SAMP 349,HRM_SHI,1,,9/26/2021,9/26/2021,FALL,NA,NA,2021,NA,10:20,14:37,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.036,MWT.HRM.2021.039,SAMP 350,HRM_SHI,1,,9/26/2021,9/26/2021,FALL,NA,NA,2021,NA,10:20,14:40,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.HRM.2021.037,MWT.HRM.2021.040,SAMP 351,HRM_SHI,1,,9/26/2021,9/26/2021,FALL,NA,NA,2021,NA,10:20,14:40,MWT,MMT,DOG FOOD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.001,MWT.PRL.2021.001,SAMP 352,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,8:34,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.002,MWT.PRL.2021.002,SAMP 353,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,8:38,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.003,MWT.PRL.2021.003,SAMP 354,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,8:40,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.004,MWT.PRL.2021.004,SAMP 355,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,8:42,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.005,MWT.PRL.2021.005,SAMP 356,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,8:46,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.006,MWT.PRL.2021.006,SAMP 357,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,8:52,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.007,MWT.PRL.2021.007,SAMP 358,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,8:58,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.008,MWT.PRL.2021.008,SAMP 359,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:00,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.009,MWT.PRL.2021.009,SAMP 360,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:02,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.010,MWT.PRL.2021.010,SAMP 361,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:06,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.011,MWT.PRL.2021.011,SAMP 362,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:10,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.012,MWT.PRL.2021.012,SAMP 363,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:12,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.013,MWT.PRL.2021.013,SAMP 364,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:15,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.014,MWT.PRL.2021.014,SAMP 365,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:19,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.015,MWT.PRL.2021.015,SAMP 366,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:25,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.016,MWT.PRL.2021.016,SAMP 367,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:32,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.017,MWT.PRL.2021.017,SAMP 368,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:37,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.018,MWT.PRL.2021.018,SAMP 369,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:38,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.019,MWT.PRL.2021.019,SAMP 370,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:45,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.020,MWT.PRL.2021.020,SAMP 371,PRL,3,,6/22/2021,6/23/2021,SUMMER,NA,NA,2021,NA,9:00,9:47,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.021,MWT.PRL.2021.021,SAMP 398,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,10:00,8:08,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.022,MWT.PRL.2021.022,SAMP 399,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,11:00,8:09,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.023,MWT.PRL.2021.023,SAMP 400,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,12:00,8:11,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.024,MWT.PRL.2021.024,SAMP 401,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,13:00,8:16,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.025,MWT.PRL.2021.025,SAMP 402,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,14:00,8:17,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.026,MWT.PRL.2021.026,SAMP 403,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,15:00,8:19,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.027,MWT.PRL.2021.027,SAMP 404,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,16:00,8:21,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.028,MWT.PRL.2021.028,SAMP 405,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,17:00,8:22,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.029,MWT.PRL.2021.029,SAMP 406,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,18:00,8:24,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.030,MWT.PRL.2021.030,SAMP 407,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,19:00,8:27,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.031,MWT.PRL.2021.031,SAMP 408,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,19:00,8:32,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.032,MWT.PRL.2021.032,SAMP 409,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,19:00,8:34,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.033,MWT.PRL.2021.033,SAMP 410,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,19:00,8:40,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.034,MWT.PRL.2021.034,SAMP 411,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,19:00,8:44,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.035,MWT.PRL.2021.035,SAMP 412,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,19:00,8:46,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.036,MWT.PRL.2021.036,SAMP 413,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,19:00,8:50,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.037,MWT.PRL.2021.037,SAMP 414,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,19:00,8:55,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.038,MWT.PRL.2021.038,SAMP 415,PRL,2,,6/23/2021,6/24/2021,SUMMER,NA,NA,2021,NA,19:00,8:56,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.039,MWT.PRL.2021.039,SAMP 372,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,8:40,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.040,MWT.PRL.2021.040,SAMP 373,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,8:43,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.041,MWT.PRL.2021.041,SAMP 374,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,8:45,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.042,MWT.PRL.2021.042,SAMP 375,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,8:46,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.043,MWT.PRL.2021.043,SAMP 376,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,8:49,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.044,MWT.PRL.2021.044,SAMP 377,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,8:51,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.045,MWT.PRL.2021.045,SAMP 378,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,8:53,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.046,MWT.PRL.2021.046,SAMP 379,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,8:57,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.047,MWT.PRL.2021.047,SAMP 380,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,8:57,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.048,MWT.PRL.2021.048,SAMP 381,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,8:57,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.049,MWT.PRL.2021.049,SAMP 382,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,9:00,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.050,MWT.PRL.2021.050,SAMP 383,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,9:01,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.052,MWT.PRL.2021.051,SAMP 384,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,9:09,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.051,MWT.PRL.2021.052,SAMP 385,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,9:01,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.053,MWT.PRL.2021.053,SAMP 386,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,9:09,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.054,MWT.PRL.2021.054,SAMP 387,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,9:10,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.055,MWT.PRL.2021.055,SAMP 388,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,9:15,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.056,MWT.PRL.2021.056,SAMP 389,PRL,1,,6/24/2021,6/25/2021,SUMMER,NA,NA,2021,NA,10:00,9:15,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.058,MWT.PRL.2021.057,SAMP 390,PRL,1,,6/29/2021,6/30/2021,SUMMER,NA,NA,2021,NA,16:00,13:05,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.059,MWT.PRL.2021.058,SAMP 391,PRL,1,,6/29/2021,6/30/2021,SUMMER,NA,NA,2021,NA,16:00,13:06,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.060,MWT.PRL.2021.059,SAMP 392,PRL,1,,6/29/2021,6/30/2021,SUMMER,NA,NA,2021,NA,16:00,13:06,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.057,MWT.PRL.2021.060,SAMP 393,PRL,1,,6/29/2021,6/30/2021,SUMMER,NA,NA,2021,NA,16:00,13:45,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.060,MWT.PRL.2021.061,SAMP 558,PRL,3,,6/30/2021,7/1/2021,SUMMER,NA,NA,2021,NA,14:00,13:38,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.061,MWT.PRL.2021.062,SAMP 559,PRL,3,,6/30/2021,7/1/2021,SUMMER,NA,NA,2021,NA,14:00,13:38,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.062,MWT.PRL.2021.063,SAMP 560,PRL,3,,6/30/2021,7/1/2021,SUMMER,NA,NA,2021,NA,14:00,13:38,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.063,MWT.PRL.2021.064,SAMP 561,PRL,3,,6/30/2021,7/1/2021,SUMMER,NA,NA,2021,NA,14:00,13:38,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.064,MWT.PRL.2021.065,SAMP 394,PRL,1,,7/1/2021,7/2/2021,SUMMER,NA,NA,2021,NA,16:00,1:45,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.065,MWT.PRL.2021.066,SAMP 395,PRL,1,,7/1/2021,7/2/2021,SUMMER,NA,NA,2021,NA,16:00,1:45,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.066,MWT.PRL.2021.067,SAMP 396,PRL,1,,7/1/2021,7/2/2021,SUMMER,NA,NA,2021,NA,16:00,1:45,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.067,MWT.PRL.2021.068,SAMP 397,PRL,1,,7/1/2021,7/2/2021,SUMMER,NA,NA,2021,NA,16:00,1:45,MWT,MMT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.072,MWT.PRL.2021.069,SAMP 416,PRL,1B,,8/9/2021,8/10/2021,SUMMER,NA,NA,2021,NA,17:00,8:22,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.073,MWT.PRL.2021.070,SAMP 417,PRL,1B,,8/9/2021,8/10/2021,SUMMER,NA,NA,2021,NA,17:00,8:22,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.074,MWT.PRL.2021.071,SAMP 418,PRL,1C,,8/9/2021,8/10/2021,SUMMER,NA,NA,2021,NA,17:00,8:25,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.075,MWT.PRL.2021.072,SAMP 419,PRL,1C,,8/9/2021,8/10/2021,SUMMER,NA,NA,2021,NA,17:00,8:25,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.076,MWT.PRL.2021.073,SAMP 420,PRL,2A,,8/9/2021,8/10/2021,SUMMER,NA,NA,2021,NA,17:00,8:36,MWT,MPT,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
MWT.PRL.2021.077,MWT.PRL.2021.074,SAMP 421,PRL,2A,,8/9/2021,8/10/2021,SUMMER,NA,NA,2021,NA,17:00,8:36,MWT,MESH,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
