YSAMP_N,MA_ID,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,CREW,COMMENTS
MWT.ETL.2021.013,SAMP 570,ETL,2,6/29/2021,6/30/2021,15:30,14:43,SUMMER,30,6,2021,13,23.22,HOURS,MWT,MMT,,"MEA, DAW",
MWT.ETL.2021.014,SAMP 575,ETL,1,6/30/2021,7/1/2021,14:30,14:46,SUMMER,1,7,2021,1,24.27,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.015,SAMP 576,ETL,1,6/30/2021,7/1/2021,14:30,14:46,SUMMER,1,7,2021,2,24.27,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.016,SAMP 577,ETL,1,6/30/2021,7/1/2021,14:30,14:50,SUMMER,1,7,2021,3,24.33,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.017,SAMP 578,ETL,1,6/30/2021,7/1/2021,14:30,14:53,SUMMER,1,7,2021,4,24.38,HOURS,MWT,MPT,,"MEA, DAW",
MWT.ETL.2021.018,SAMP 579,ETL,1,6/30/2021,7/1/2021,14:30,14:53,SUMMER,1,7,2021,5,24.38,HOURS,MWT,MMT,,"MEA, DAW",
MWT.ETL.2021.019,SAMP 580,ETL,1,6/30/2021,7/1/2021,14:30,14:55,SUMMER,1,7,2021,6,24.42,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.020,SAMP 581,ETL,1,6/30/2021,7/1/2021,14:30,15:00,SUMMER,1,7,2021,7,24.5,HOURS,MWT,MPT,,"MEA, DAW",
MWT.ETL.2021.021,SAMP 582,ETL,1,6/30/2021,7/1/2021,14:30,15:02,SUMMER,1,7,2021,8,24.8,HOURS,MWT,MMT,,"MEA, DAW",
MWT.ETL.2021.022,SAMP 583,ETL,1,6/30/2021,7/1/2021,14:30,15:06,SUMMER,1,7,2021,9,24.6,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.023,SAMP 584,ETL,1,6/30/2021,7/1/2021,14:30,15:08,SUMMER,1,7,2021,10,24.63,HOURS,MWT,MMT,,"MEA, DAW",
MWT.ETL.2021.024,SAMP 585,ETL,1,6/30/2021,7/1/2021,14:30,15:10,SUMMER,1,7,2021,11,24.67,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.025,SAMP 586,ETL,1,6/30/2021,7/1/2021,14:30,15:12,SUMMER,1,7,2021,12,24.7,HOURS,MWT,MPT,,"MEA, DAW",
MWT.ETL.2021.026,SAMP 599,ETL,2,7/1/2021,7/2/2021,15:00,10:15,SUMMER,2,7,2021,1,19.25,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.027,SAMP 600,ETL,2,7/1/2021,7/2/2021,15:00,10:15,SUMMER,2,7,2021,2,19.25,HOURS,MWT,MMT,,"MEA, DAW",
MWT.ETL.2021.028,SAMP 587,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,3,23.8,HOURS,MWT,MMT,,"MEA, DAW",
MWT.ETL.2021.029,SAMP 588,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,4,23.8,HOURS,MWT,MPT,,"MEA, DAW",
MWT.ETL.2021.030,SAMP 589,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,5,23.8,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.031,SAMP 590,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,6,23.8,HOURS,MWT,MMT,,"MEA, DAW",
MWT.ETL.2021.032,SAMP 591,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,7,23.8,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.033,SAMP 592,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,8,23.8,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.034,SAMP 593,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,9,23.8,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.035,SAMP 594,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,10,23.8,HOURS,MWT,MMT,,"MEA, DAW",
MWT.ETL.2021.036,SAMP 595,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,11,23.8,HOURS,MWT,MPT,,"MEA, DAW",
MWT.ETL.2021.037,SAMP 596,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,12,23.8,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.038,SAMP 597,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,13,23.8,HOURS,MWT,MESH,,"MEA, DAW",
MWT.ETL.2021.039,SAMP 598,ETL,3,7/1/2021,7/2/2021,15:30,15:02,SUMMER,2,7,2021,14,23.8,HOURS,MWT,MPT,,"MEA, DAW",
MWT.LML.2021.001,SAMP 601,LML,OUTLET,6/23/2021,6/25/2021,19:00,7:14,SUMMER,25,6,2021,1,36.23,HOURS,MWT,MESH,,"MEA, DAW",
MWT.LML.2021.002,SAMP 602,LML,OUTLET,6/23/2021,6/25/2021,19:00,7:21,SUMMER,25,6,2021,2,36.35,HOURS,MWT,MPT,,"MEA, DAW",
MWT.LML.2021.003,SAMP 603,LML,OUTLET,6/23/2021,6/25/2021,19:00,7:23,SUMMER,25,6,2021,3,36.38,HOURS,MWT,MESH,,"MEA, DAW",
MWT.LML.2021.004,SAMP 604,LML,PICO,6/22/2021,6/24/2021,14:30,10:00,SUMMER,24,6,2021,1,43.5,HOURS,MWT,MPT,,"MEA, DAW",
MWT.LML.2021.005,SAMP 605,LML,PICO,6/22/2021,6/24/2021,14:30,10:00,SUMMER,24,6,2021,2,43.5,HOURS,MWT,MPT,,"MEA, DAW",
MWT.LML.2021.006,SAMP 606,LML,PICO,6/22/2021,6/24/2021,14:30,10:00,SUMMER,24,6,2021,3,43.5,HOURS,MWT,MESH,,"MEA, DAW",
MWT.LML.2021.007,SAMP 607,LML,PICO,6/22/2021,6/24/2021,14:30,10:00,SUMMER,24,6,2021,4,43.5,HOURS,MWT,MESH,,"MEA, DAW",
MWT.LML.2021.008,SAMP 608,LML,OUTLET,6/22/2021,6/24/2021,15:30,15:30,SUMMER,24,6,2021,5,48,HOURS,MWT,MPT,,"MEA, DAW",
MWT.LML.2021.009,SAMP 609,LML,OUTLET,6/22/2021,6/24/2021,15:30,15:30,SUMMER,24,6,2021,6,48,HOURS,MWT,MESH,,"MEA, DAW",
MWT.LML.2021.010,SAMP 610,LML,MINNOW REEDS,6/22/2021,6/24/2021,15:30,15:30,SUMMER,24,6,2021,7,48,HOURS,MWT,MPT,,"MEA, DAW",
MWT.LML.2021.011,SAMP 611,LML,MINNOW REEDS,6/22/2021,6/24/2021,15:30,15:30,SUMMER,24,6,2021,8,48,HOURS,MWT,MESH,,"MEA, DAW",
MWT.LML.2021.012,SAMP 612,LML,MINNOW REEDS,6/22/2021,6/24/2021,15:30,15:30,SUMMER,24,6,2021,9,48,HOURS,MWT,MPT,,"MEA, DAW",
MWT.LML.2021.013,SAMP 613,LML,MINNOW REEDS,6/22/2021,6/24/2021,15:30,15:30,SUMMER,24,6,2021,10,48,HOURS,MWT,MESH,,"MEA, DAW",
