YSAMP_N,FISH_N,Sample_ID,AIREY_N,GEN_N,ORDER,FAMILY,GENUS,SPECIES,TAXA,CODE,LENGTH,WEIGHT,OTOLITH.WEIGHT,SIA_PREPPED,X,FIN,BLOOD,GUT,HEAD,OTOLITH,MAXILLA,OPERCULAR,TISS_SAMP,DRY_W,GONAD,DISEASE,PIC,ARCH,ARCH_N,REMOVED,DEAD,MOLT_S,PANEL_N,COMMENTS.x,OLD_YSAMP_N,STATUS,TAG_CLAR,TAG_MIGR,TAG_FRAG,TAG_CLAR_SHRD,TAG_MIGR_SHRD,TAG_FRAG_SHRD,STK_N,ORIGIN,STR,YR_CL,AGE,AGE_TECH,AGED_BY,X.1,WATER,SITE_N,DATE_SET,DATE_COL,TIME_START,TIME_END,SEASON,DAY_N,MONTH,YEAR,DSAMP_N,EFFORT,EFFORT_UNIT,GEAR,GEAR_CODE,GEAR_CODE2,NET_N,NET_LEN,NET_HGT,TEMP_SAMP,CONDUCTIVITY,DEPTH,DEPTH_MAX,DEPTH_MIN,CL_COVER,DRIVER,CREW,NUMBER_ANGLERS,ANGLER_NAMES,ANGLER_HOURS,ANGLER_TRIPS,ANGLER_LOC,PROJECT,COMMENTS.y,SHB_N,REACH_LENGTH,COMMENTS.1,RUN,sample_weight_mg,N2_AMP,N_percent,d15N,CO2_AMP,C_percent,d13C,CO2_Area,d18OVPDB
MWT.HRM.2021.035,CC.HRM.BW2.092621.MWT.011,MA-21-036,36,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,104,10.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.034,"4,818",14.36,8.09,"2,338",47.63,-30.22,,NA
MWT.HRM.2021.035,CC.HRM.BW2.092621.MWT.020,MA-21-037,37,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,95,8.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.954,"4,347",14.03,9.09,"2,108",46.14,-30.87,,NA
MWT.HRM.2021.035,CC.HRM.BW2.092621.MWT.012,MA-21-038,38,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,86,5.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.985,"4,490",14.02,8.62,"2,195",46.76,-31.15,,NA
MWT.HRM.2021.035,CC.HRM.BW2.092621.MWT.021,MA-21-039,39,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,72,3.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.015,"4,594",13.8,8.5,"2,246",46.21,-30.58,,NA
MWT.HRM.2021.035,CC.HRM.BW2.092621.MWT.016,MA-21-040,40,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,79,4.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.077,"4,871",13.85,8.81,"2,386",46.56,-31.17,,NA
MWT.HRM.2021.035,CC.HRM.BW2.092621.MWT.014,MA-21-041,41,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,81,4.8,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.005,"4,622",14.05,9.22,"2,237",46.56,-30.46,,NA
MWT.HRM.2021.035,CC.HRM.BW2.092621.MWT.019,MA-21-042,42,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,90,3.8,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.104,"5,062",13.92,8.71,"2,441",46.55,-30.51,,NA
MWT.HRM.2021.035,CC.HRM.BW2.092621.MWT.018,MA-21-043,43,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,86,5.8,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.126,"5,236",14.08,9.53,"2,510",46.83,-31.75,,NA
MWT.HRM.2021.035,NRD.HRM.BW2.092621.MWT.015,MA-21-044,44,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,65,2.4,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.085,"5,012",14.02,9.58,"2,475",48.01,-32.71,,NA
MWT.HRM.2021.035,NRD.HRM.BW2.092621.MWT.014,MA-21-045,45,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,64,2.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.996,"4,522",13.81,8.58,"2,265",47.49,-31.11,,NA
MWT.HRM.2021.035,NRD.HRM.BW2.092621.MWT.017,MA-21-046,46,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,76,2.9,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.07,"4,991",14.26,9.55,"2,408",47.29,-31.03,,NA
MWT.HRM.2021.035,NRD.HRM.BW2.092621.MWT.018,MA-21-047,47,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,63,1.9,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.073,"5,000",14.28,7.49,"2,372",46.45,-30.76,,NA
MWT.HRM.2021.037,NRD.HRM.BW2.092621.MWT.022,MA-21-048,48,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,60,2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,14:05,FALL,26,9,2021,6,4.8,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.978,"4,468",14,9.34,"2,250",48.17,-31.07,,NA
MWT.HRM.2021.036,NRD.HRM.BW2.092621.MWT.020,MA-21-049,49,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,57,2.3,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:55,FALL,26,9,2021,5,3.92,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.963,"4,390",13.93,8.48,"2,228",48.38,-30.3,,NA
MWT.HRM.2021.035,NRD.HRM.BW2.092621.MWT.012,MA-21-050,50,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,65,1.9,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.016,"4,674",14.08,7.8,"2,311",47.69,-32.51,,NA
MWT.HRM.2021.037,NRD.HRM.BW2.092621.MWT.021,MA-21-051,51,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,55,1.3,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,14:05,FALL,26,9,2021,6,4.8,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.987,"4,411",13.73,9.55,"2,234",47.53,-31.28,,NA
MWT.HRM.2021.035,NRD.HRM.BW2.092621.MWT.013,MA-21-052,52,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,67,2.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.034,"4,783",14.15,9.98,"2,359",48.04,-31.55,,NA
MWT.HRM.2021.035,NRD.HRM.BW2.092621.MWT.016,MA-21-053,53,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,68,1.2,,NA,,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.038,"4,719",13.88,7.82,"2,369",47.79,-30.9,,NA
MWT.HRM.2021.035,NRD.HRM.BW2.092621.MWT.019,MA-21-054,54,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,68,1.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/26/2021,9/26/2021,10:00,13:50,FALL,26,9,2021,4,3.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.984,"4,506",14.03,8.71,"2,251",47.95,-32.24,,NA
MWT.HRM.2021.014,NPD.HRM.FOR.092521.MWT.004,MA-21-055,55,,CYPRINIFORMES,LEUCISCIDAE,MARGARISCUS ,"NACHTRIEBI",NORTHERN PEARL DACE,NPD,67,2.7,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:47,FALL,25,9,2021,1,22.53,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.906,"4,083",13.78,7.86,"2,055",47.21,-34.4,,NA
MWT.HRM.2021.014,NPD.HRM.FOR.092521.MWT.002,MA-21-056,56,,CYPRINIFORMES,LEUCISCIDAE,MARGARISCUS ,"NACHTRIEBI",NORTHERN PEARL DACE,NPD,68,3.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:47,FALL,25,9,2021,1,22.53,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.098,"4,914",13.55,8.61,"2,567",49.12,-35.06,,NA
MWT.HRM.2021.015,NPD.HRM.FOR.092521.MWT.007,MA-21-057,57,,CYPRINIFORMES,LEUCISCIDAE,MARGARISCUS ,"NACHTRIEBI",NORTHERN PEARL DACE,NPD,70,3.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:57,FALL,25,9,2021,2,22.7,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.097,"5,083",14.06,7.8,"2,495",47.75,-34.22,,NA
MWT.HRM.2021.014,FSD-NRD.HRM.FOR.092521.MWT.001,MA-21-058,58,,CYPRINIFORMES ,LEUCISCIDAE,CHROSOMOS ,EOS-NEOGAEUS,FINESCALE-REDBELLY DACE HYBRID,FSD-NRD,62,2.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:47,FALL,25,9,2021,1,22.53,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.055,"4,933",14.22,8.83,"2,389",47.4,-33.8,,NA
MWT.HRM.2021.015,NPD.HRM.FOR.092521.MWT.005,MA-21-059,59,,CYPRINIFORMES,LEUCISCIDAE,MARGARISCUS ,"NACHTRIEBI",NORTHERN PEARL DACE,NPD,76,4.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:57,FALL,25,9,2021,2,22.7,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.965,"4,356",13.81,9.17,"2,214",47.95,-35.69,,NA
MWT.HRM.2021.015,NPD.HRM.FOR.092521.MWT.006,MA-21-060,60,,CYPRINIFORMES,LEUCISCIDAE,MARGARISCUS ,"NACHTRIEBI",NORTHERN PEARL DACE,NPD,72,2.5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:57,FALL,25,9,2021,2,22.7,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.054,"4,817",13.95,7.99,"2,363",47.02,-32.72,,NA
MWT.HRM.2021.014,NPD.HRM.FOR.092521.MWT.001,MA-21-061,61,,CYPRINIFORMES,LEUCISCIDAE,MARGARISCUS ,"NACHTRIEBI",NORTHERN PEARL DACE,NPD,66,2.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:47,FALL,25,9,2021,1,22.53,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.051,"4,856",14.05,8.5,"2,427",48.33,-34.25,,NA
MWT.HRM.2021.014,NPD.HRM.FOR.092521.MWT.003,MA-21-062,62,,CYPRINIFORMES,LEUCISCIDAE,MARGARISCUS ,"NACHTRIEBI",NORTHERN PEARL DACE,NPD,72,2.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:47,FALL,25,9,2021,1,22.53,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.084,"4,881",13.69,7.31,"2,486",47.95,-33.21,,NA
MWT.HRM.2021.019,BB.HRM.SHI.092521.MWT.003,MA-21-063,63,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,149,37.9,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_SHI,1,9/24/2021,9/25/2021,10:35,12:38,FALL,25,9,2021,3,26.05,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.972,"4,457",14.01,5.72,"2,174",46.59,-30.54,,NA
MWT.HRM.2021.017,BB.HRM.SHI.092521.MWT.002,MA-21-064,64,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,114,35.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_SHI,1,9/24/2021,9/25/2021,10:35,11:50,FALL,25,9,2021,1,25.25,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.966,"4,243",13.4,6.29,"2,214",47.58,-30.42,,NA
MWT.HRM.2021.015,NRD.HRM.FOR.092521.MWT.001,MA-21-065,65,,CYPRINIFORMES,LEUCISCIDAE,CHROSOMUS,EOS,N. REDBELLY DACE,NRD,67,2.2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_FOR,1,9/24/2021,9/25/2021,12:15,10:57,FALL,25,9,2021,2,22.7,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.105,"5,207",14.39,8,"2,543",48.46,-28.01,,NA
MWT.HRM.2021.021,BB.HRM.BW2.092521.MWT.004,MA-21-066,66,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,172,56.3,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/24/2021,9/25/2021,10:00,12:38,FALL,25,9,2021,2,26.63,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.933,"4,387",14.39,8.51,"2,127",47.37,-30.67,,NA
MWT.HRM.2021.021,PS.HRM.BW2.092521.MWT.001,MA-21-067,67,,PERCIFORMES,CENTRARCHIDAE,LEPOMIS,GIBBOSUS,PUMPKINSEED,PS,58,2.6,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BW2,1,9/24/2021,9/25/2021,10:00,12:38,FALL,25,9,2021,2,26.63,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,4,1.075,"5,110",14.25,8.41,"2,466",47.89,-32.59,,NA
MWT.HRM.2021.026,BB.HRM.SHI.092621.MWT.001,MA-21-068,68,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,114,19,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_SHI,1,9/25/2021,9/26/2021,12:30,10:20,FALL,26,9,2021,1,21.83,HOURS,MWT,MMT,DFB,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.055,"4,749",13.76,6.81,"2,383",47.22,-32.02,,NA
MWT.HRM.2021.012,BB.HRM.BAR.092521.MWT.001,MA-21-069,69,,SILURIFORMES,ICTALURIDAE,AMEIURUS ,NEBULOSUS,BROWN BULLHEAD,BB,132,27.5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BAR,1,9/24/2021,9/25/2021,13:00,10:04,FALL,25,9,2021,2,21.7,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,1.008,"4,752",14.45,7.72,"2,311",47.87,-28.72,,NA
MWT.HRM.2021.013,CC.HRM.BAR.092521.MWT.002,MA-21-070,70,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,53,1.1,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BAR,1,9/24/2021,9/25/2021,13:00,10:04,FALL,25,9,2021,3,21.7,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.914,"4,145",13.92,7.75,"2,062",46.82,-27.43,,NA
MWT.HRM.2021.013,CC.HRM.BAR.092521.MWT.004,MA-21-071,71,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,82,5,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BAR,1,9/24/2021,9/25/2021,13:00,10:04,FALL,25,9,2021,3,21.7,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.973,"4,576",14.42,8.19,"2,230",47.84,-27.47,,NA
MWT.HRM.2021.013,CC.HRM.BAR.092521.MWT.003,MA-21-072,72,,CYPRINIFORMES,LEUCISCIDAE,SEMOTILUS ,ATROMACULATUS ,CREEK CHUB,CC,62,2,,NA,,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,HRM_BAR,1,9/24/2021,9/25/2021,13:00,10:04,FALL,25,9,2021,3,21.7,HOURS,MWT,MMT,,MEA,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,3,0.954,"4,479",14.41,7.97,"2,188",47.77,-27.52,,NA
