ST,BT,RT,CLM,NP,CP,CRP,GS,CS,CC,WS,NRD,BM,BB,PS,RB,YP,LMB,SMB,RBS,BC,BS,MM,BND,BK,LT,SPL,KOK,LNS,LC,FF,PD,BG,WE,TM,YB,RWF,FHM,SS,LND,LLS,ESM,RS,BRM,LWF,CIS,TGT,AE,FSD,CCS,SAL,MCS,BDS,AW,Richness,Volume.m3.,Littoral.Area..ha.,Elevation..m.,Watershed,Quad,LONG,LAT,SO4_mgL,NO3_mgL,ANC,DIC,DOC,P_total,SIO2_mgL,Ca_mgL,Na_mgL,Fe_mgL,LAB_pH
1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7251,1.5,533,Black,Wolf Mtn. ,-74.78795833,44.02533889,2.87,NA,152.8,2.24,19.6,0.031,7.3,4.17,1,1.46,6.44
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,95865,4,533,Black,Wolf Mtn. ,-74.79906944,44.01172778,5.27,0,-3.5,1.08,6.9,0.01,1.6,2.29,0.57,0.188,5.77
0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48532,6.8,529,Black,Forked Lake ,-74.73156667,43.98172778,4.82,0.12,24.8,0.6,8.3,0.006,3.4,1.8,0.58,0.362,5.59
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,263354,12.5,529,Black,Forked Lake ,-74.71850833,43.98006111,4.99,0.06,52.9,0.64,NA,0.009,2.3,2.49,0.79,0.414,6.61
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,10919650,29.2,550,Black,Forked Lake ,-74.67378333,43.96422778,5.69,0.2,5.2,0.13,4.6,0.006,3.6,1.73,0.57,0.022,5.59
1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1523852,7.2,592,Black,Forked Lake ,-74.69572778,43.92978333,6.07,0.21,30.5,0.29,3.6,0.003,4.9,1.98,0.67,0.03,6.17
1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,552705,9.6,601,Black,Beaver River ,-74.78295556,43.93339444,5.34,0.05,24.5,0.49,4,0.003,2.3,1.74,0.56,0.056,6.14
1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,561777,22.7,580,Black,Forked Lake ,-74.73573056,43.92783889,5.2,0,29.9,0.42,10,0.012,3.9,1.85,0.68,0.096,5.45
1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47111,4,543,Black,Forked Lake ,-74.71628611,43.96033889,3.25,0.01,64,1.93,21.3,0.015,4.7,2,0.81,1.305,5.42
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,851530,16.2,579,Black,Beaver River ,-74.77461944,43.91895278,5.32,0.07,26.2,0.43,4.4,0.026,2.5,1.95,0.69,0.164,6.37
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1366873,16.3,543,Black,Beaver River ,-74.83628889,43.933675,4.46,0,112.2,1.32,7.2,0.011,6.3,2.59,0.95,0.103,6.96
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,489969,7,543,Black,Beaver River ,-74.84684444,43.92089722,4.73,0.05,4.3,1.23,8.6,0.009,4.4,1.38,0.47,0.654,5.08
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,193101,2.6,668,Black,Eagle Bay ,-74.92267778,43.84867778,5.57,0.14,15.7,0.27,NA,0.006,2.3,1.59,0.6,0.019,6.13
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026267,8.2,378,Black,Crystal Dale ,-75.28018333,43.83979167,5.91,0,73.1,1,2.1,0.004,1.2,2.39,0.74,0.012,6.94
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2265169,16.9,379,Black,Crystal Dale ,-75.31379167,43.76173611,4.97,0,90.4,1.12,4.9,0.012,4,2.27,0.84,0.08,7.08
0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,675046,15,407,Black,Number Four ,-75.21684722,43.77729167,4.6,0.14,12.9,0.54,4,0.005,1,1.61,0.42,0.262,5.8
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,271921,12.2,396,Black,Crystal Dale ,-75.25795833,43.79340278,1.76,0,23,1.17,8.1,0.053,0,0.93,0.3,0.271,5.6
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,200609,14.3,533,Black,Number Four ,-75.05879167,43.78201111,4.61,0.02,3.2,1.36,5.8,0.021,0.4,1.06,0.34,0.566,5.12
1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,577919,9,589,Black,Eagle Bay ,-74.98434444,43.77506667,5.1,0.19,45.6,0.7,3.4,0.006,5.8,2.12,0.84,0.011,6.68
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,78970,6.1,596,Black,Eagle Bay ,-74.96212222,43.79673333,3.4,0,25.8,2.31,12.5,0.013,2.3,1.58,0.79,1.093,5.42
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19473,2.7,594,Black,Eagle Bay ,-74.9574,43.7959,6.3,0.04,4.1,0.51,5,0.019,0.2,1.61,0.7,0.099,5.44
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,334073,1.6,381,Black,Brantingham ,-75.28879167,43.74479167,5.54,0,3.5,0.01,NA,0.007,0.1,1.84,0.42,0.069,5.84
0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,649118,7.5,383,Black,Brantingham ,-75.26101389,43.743125,5.04,0,61.4,0.55,6.4,0.008,4.1,2.29,0.58,0.151,6.61
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1982804,64.4,483,Black,Thendera,-75.12573333,43.72284722,4.84,0.06,35,0.95,6.8,0.019,4.1,1.82,0.79,0.416,5.86
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25510,4.5,493,Black,Thendara ,-75.10406667,43.74368056,4.05,0.12,32.5,1.68,10.1,0.015,5.7,1.62,0.95,0.503,5.67
1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,359639,6.9,566,Black,Old Forge ,-75.00489722,43.72978889,3.91,0,56.4,0.5,7.3,0.017,0.8,2.06,0.82,0.05,7.5
0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,9918872,32,376,Black,Brantingham ,-75.27545556,43.68479167,5.61,0,132.7,1.6,4.8,0.012,5.4,3.45,1.15,0.045,7
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,264475,2.7,376,Black,Brantingham ,-75.28684444,43.688125,5.15,0,2.3,0.1,2.3,0.017,0,1.36,0.44,0.072,5.6
0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58770,1.3,376,Black,Brantingham ,-75.26239722,43.63979167,2.19,0,115.1,6.32,14.3,0.029,5.5,2.94,0.59,0.688,5.73
1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,521123,17.3,469,Black,Thendera ,-75.15461944,43.70173611,4,0,78.5,1.21,6.8,0.02,2.7,2.36,0.63,0.585,6.36
1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,143052,1.7,469,Black,Thendera ,-75.13711944,43.70368056,3,0,73.2,2.97,10.1,0.038,3.1,2.16,0.63,0.382,5.72
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,90777,1.6,518,Black,Thendara ,-75.08434167,43.69340278,4.18,0.05,89.5,2.54,8.2,0.02,5.8,2.25,1.03,0.515,6.04
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78335,4.7,546,Black,Thendara ,-75.06461944,43.69034722,5.86,0.19,50.3,1.59,4.9,0.011,7.4,2.25,1.12,0.114,6.03
1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,362883,11.9,494,Black,Thendara ,-75.10184167,43.69784722,5,0,18.4,0.61,3.9,0.008,5.5,1.97,0.83,0.028,6.87
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,213573,11.3,465,Black,Thendera ,-75.15239722,43.68340278,4.46,0.01,24.7,1.3,9.7,0.016,5.2,1.87,0.66,0.64,5.36
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17639,2.4,421,Black,Thendera ,-75.17795,43.62340278,4.15,0.08,251.2,3.62,8,0.03,8.2,4.35,1.94,0.205,6.9
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,582517,32.3,487,Black,Thendara ,-75.07100556,43.63979167,5.55,0,80.9,0.95,5.1,0.014,3.7,2.58,0.84,0.043,6.88
0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,347044,3.6,535,Black,Thendara ,-75.04322778,43.68145833,6.08,0.15,92,1.34,3.7,0.019,3.2,4.79,3.94,0.008,7.03
0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,326725,5.5,533,Black,Thendara ,-75.05239444,43.67895833,5.9,NA,115,1.47,4.1,0.015,5,2.96,1.05,0.063,7.21
0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56499,0.5,543,Black,Thendara ,-75.040175,43.69728889,3.55,0,104,1.8,9.2,0.04,4.1,2.37,1.06,0.465,6.44
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28863,3.2,521,Black,Thendara ,-75.01683889,43.67867778,3.1,0.01,6.9,1.66,10.2,0.016,1.2,1.55,0.65,0.451,5.59
0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23401,2.8,518,Black,Thendara ,-75.01850556,43.67784444,1.94,0.02,236.6,3.45,11.6,0.071,4.7,5.33,4.7,1.017,6.6
0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,191898,14.2,522,Black,Thendara ,-75.00795278,43.69478889,5.33,0.14,189.2,2.65,3.9,0.013,4.7,4.22,1.7,0.268,7.24
0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37000,4.1,536,Black,Thendara ,-75.01573056,43.71034444,2.14,0.01,65.6,1.05,14.6,NA,2.6,2.22,1.04,0.577,6.5
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,356280,2.6,524,Black,Old Forge ,-74.96073056,43.74034444,4.42,0,46.5,0.51,7,0.01,4,2.09,0.79,0.017,6.48
1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,172456,2.4,535,Black,Eagle Bay ,-74.95684444,43.76562222,6.43,0.25,28.6,0.46,2.5,0.005,4.8,2.1,0.66,0.014,6.5
1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,345107,41.9,531,Black,Eagle Bay ,-74.95517778,43.76117778,4.67,0.09,86.5,0.86,6.1,0.017,5.3,1.88,0.97,0.259,6.58
1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,350759,13.5,537,Black,Eagle Bay ,-74.91489722,43.78423333,5.44,0.11,24.2,0.87,NA,0.013,3.5,2.28,0.64,0.45,5.2
1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2733263,60.5,524,Black,Eagle Bay ,-74.91600833,43.75645556,5.58,0.19,NA,0.74,3.7,0.007,4.6,1.96,0.51,0.089,6.14
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45515,6.9,540,Black,Eagle Bay ,-74.90350833,43.78034444,6.55,0.05,10,0.59,5,0.007,0.1,1.81,0.44,0.176,5.7
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22476,2.4,565,Black,Old Forge ,-74.90128611,43.74923333,5.42,0.01,NA,2.28,NA,0.015,3.6,3.96,2.13,0.222,6.59
1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,556630,2.9,535,Black,Eagle Bay ,-74.91739722,43.75645556,6.36,0.38,101.1,1.47,2.6,0.007,7.6,3.17,1.12,0.028,7.07
1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2597578,11.9,536,Black,Eagle Bay ,-74.852675,43.78117778,6.35,0.25,72.5,0.99,4.6,0.029,5.4,2.57,0.81,0.031,6.8
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1718878,10,553,Black,Eagle Bay ,-74.81239444,43.78923056,6.18,0.23,54.7,0.73,NA,0.009,5.6,2.53,0.71,0.076,6.7
1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3806668,12.7,536,Black,Eagle Bay ,-74.87073056,43.7934,5.2,0.19,4.8,0.39,4,0.01,3.5,1.85,0.5,0.057,5.27
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,77953,0.9,601,Black,Eagle Bay ,-74.83100833,43.80506389,6.28,0.3,149.2,2.02,3.3,0.004,1.8,5.1,0.33,0.02,7.39
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,691381,20.8,588,Black,Beaver River ,-74.76850833,43.87895278,4.59,0,-60.5,0.41,8.5,0.017,0.5,1.31,0.47,0.665,4.3
0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,318537,20.6,524,Black,Old Forge ,-74.96878611,43.71256667,5.93,0,208.4,3.08,4.3,0.007,2,4.87,2.05,0.068,7.32
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26455,2,526,Black,Eagle Bay ,-74.84211667,43.76506667,3.5,0,184.1,2.54,7.2,0.04,1.2,5.87,13.65,0.055,6.97
0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1665077,21.1,544,Black,Old Forge ,-74.78183611,43.74506667,5.8,0.16,166.7,2.21,4.5,0.041,3.3,5.16,2.29,0.052,7.16
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14541400,13.7,546,Black,Raquette Lake ,-74.71294722,43.77006389,6.77,0,269.5,2.88,4.1,0.01,2.9,6.52,1.99,0.008,8.04
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,109815,7.4,520,Black,Old Forge ,-74.93406111,43.70978889,3.07,0,268.4,5.42,6.2,0.02,2.4,4.67,1.46,0.9,6.56
1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2120301,50.3,519,Black,Old Forge ,-74.99545,43.67145556,6.17,0.15,107,1.36,4.4,0.007,5.4,3.15,1.05,0.097,6.93
1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15769,2,519,Black,Old Forge ,-74.98628333,43.67312222,4.94,0.22,35.8,1,7.7,NA,6.5,1.71,0.98,0.247,5.88
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3452,0.6,493,Black,Mckeever ,-75.02989167,43.62090278,5.05,0.25,175,2.1,4.4,0.011,13.4,3.33,1.73,0.114,6.9
1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17380,2.7,558,Black,Old Forge ,-74.82794722,43.71895556,3.88,0,91.8,NA,14.7,0.028,5.7,3.3,1.08,0.33,6.57
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11475680,60.2,576,Black,Old Forge ,-74.81266944,43.7134,5.75,0.27,8.9,0.23,2.7,0.001,2.8,2.24,0.59,0.017,6.06
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83604,1.4,582,Black,Old Forge ,-74.80988889,43.6309,4.4,0,79,2.75,NA,0.015,2.6,2.48,0.59,0.296,5.95
0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59741,6.9,593,Black,Old Forge,-74.79683056,43.6284,6.3,0.01,10,0.36,NA,0.029,1.1,1.73,0.47,0.312,5.37
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,480766,4.9,586,Black,Old Forge ,-74.75433333,43.66895556,6.03,0.11,107.5,1.4,NA,0.003,3.9,3.58,0.57,0.006,7.02
0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100373,3.6,586,Black,Wakely Mtn. ,-74.74683333,43.67006667,4.82,0,171.6,2.23,NA,0.006,5.1,4.54,0.59,0.039,7.09
1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1066507,37.6,559,Black,Wakely Mtn.,-74.75183333,43.65117778,5.35,0,36.1,0.49,6.9,0.013,1.8,2.23,0.45,0.165,6.27
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1249291,14.7,645,Black,Wakely Mtn. ,-74.73849722,43.63617778,5.86,0.1,13.8,0.17,NA,0.004,0.3,1.86,0.33,0.014,6.05
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,112269,5.3,566,Black,Wakely Mtn. ,-74.69960833,43.66951111,5.27,0,13.3,0.67,13.2,0.233,3.9,2.43,0.33,0.655,5.23
